Item Name,Game Name,Listed On,Acted On, Display Price, Price in Cents, Type, Market Name, App Id, Context Id, Asset Id, Instance Id, Class Id, Unowned Context Id, Unowned Id
"Sticker | yel | Berlin 2019","Counter-Strike 2","20 Mar	
		18 Mar","20 Mar	
		18 Mar","Rp 1 749.38","174938","purchase","Sticker | yel | Berlin 2019","730","2","21170703254","188530139","4354539406","2","21170703254"
"Spectrum Case","Counter-Strike 2","20 Mar	
		20 Mar","20 Mar	
		20 Mar","Rp 6 537.02","653702","sale","Spectrum Case","730","2","17839242573","0","2209581061","2","17839242573"
"Sticker | Stewie2K | Berlin 2019","Counter-Strike 2","21 Feb	
		20 Feb","21 Feb	
		20 Feb","Rp 2 351.32","235132","purchase","Sticker | Stewie2K | Berlin 2019","730","2","20838475199","188530139","3485689231","2","20838475199"
"Fracture Case","Counter-Strike 2","8 Feb	
		8 Feb","8 Feb	
		8 Feb","Rp 5 401.27","540127","sale","Fracture Case","730","2","20188664565","0","3946324730","2","20188664565"
"Sticker | Natus Vincere | 2020 RMR","Counter-Strike 2","8 Feb	
		8 Feb","8 Feb	
		8 Feb","Rp 9 987.23","998723","purchase","Sticker | Natus Vincere | 2020 RMR","730","2","20701342106","188530139","4306230315","2","20701342106"
"Fracture Case","Counter-Strike 2","8 Feb	
		8 Feb","8 Feb	
		8 Feb","Rp 5 354.16","535416","sale","Fracture Case","730","2","20084372107","0","3946324730","2","20084372107"
"Fracture Case","Counter-Strike 2","8 Feb	
		8 Feb","8 Feb	
		8 Feb","Rp 5 340.82","534082","sale","Fracture Case","730","2","20114262221","0","3946324730","2","20114262221"
"Sticker | Liquid | 2020 RMR","Counter-Strike 2","31 Jan	
		31 Jan","31 Jan	
		31 Jan","Rp 4 364.02","436402","purchase","Sticker | Liquid | 2020 RMR","730","2","20560697990","188530139","4292378771","2","20560697990"
"CS20 Case","Counter-Strike 2","6 Jan	
		26 Dec","6 Jan	
		26 Dec","Rp 1 324.35","132435","sale","CS20 Case","730","2","18435515729","0","3564864937","2","18435515729"
"Sealed Graffiti | Sheriff (Jungle Green)","Counter-Strike 2","1 Oct	
		29 Sep","1 Oct	
		29 Sep","Rp 5 675.02","567502","sale","Sealed Graffiti | Sheriff (Jungle Green)","730","2","19601880058","302028390","1989362993","2","19601880058"
